"Name","Tier","Division","WD"
Ras Eoll XV Launaguet,9,Régionale 2 - Ligue Occitanie,
Ras ESPCV XV CERS/Portiragnes,9,Régionale 2 - Ligue Occitanie,
Ras Ovalie Villecomtal Rabastens,9,Régionale 2 - Ligue Occitanie,
Ras Rugby Pays d'Olmes,9,Régionale 2 - Ligue Occitanie,
RC Bagnols Marcoule,9,Régionale 2 - Ligue Occitanie,
RC Labarthe-sur-Lèze,9,Régionale 2 - Ligue Occitanie,
RC Mende Lozère,9,Régionale 2 - Ligue Occitanie,
RC Mirapicien XV,9,Régionale 2 - Ligue Occitanie,
RC Rougier,9,Régionale 2 - Ligue Occitanie,
RC St Gillois,9,Régionale 2 - Ligue Occitanie,
RO Lunellois,9,Régionale 2 - Ligue Occitanie,
Rugby Carbonne Longages XV,9,Régionale 2 - Ligue Occitanie,
Rugby Club Alaric,9,Régionale 2 - Ligue Occitanie,
Rugby Club Quint Fonsegrives,9,Régionale 2 - Ligue Occitanie,
Rugby Club Saint Jory Bruguieres XV,9,Régionale 2 - Ligue Occitanie,
Rugby Coeur de Lomagne,9,Régionale 2 - Ligue Occitanie,
Rugby Entente Du Cabardes,9,Régionale 2 - Ligue Occitanie,
SA Auterivain,9,Régionale 2 - Ligue Occitanie,
Saint Gely Pic Saint Loup Rugby,9,Régionale 2 - Ligue Occitanie,
SC Briatextois,9,Régionale 2 - Ligue Occitanie,
Séméac Olympique,9,Régionale 2 - Ligue Occitanie,
Sidobre Montagne XV,9,Régionale 2 - Ligue Occitanie,
Stade Athlétique Rabastens Couffouleu,9,Régionale 2 - Ligue Occitanie,
Stade Maursois Chataigneraie Cele,9,Régionale 2 - Ligue Occitanie,
Stade St Orennais XV,9,Régionale 2 - Ligue Occitanie,
Tournay Sports,9,Régionale 2 - Ligue Occitanie,
Union Sportive Cote Vermeille,9,Régionale 2 - Ligue Occitanie,
Union Sportive du Mardaing Azereix / Ossun,9,Régionale 2 - Ligue Occitanie,
Union Sportive Nissan Colombiers,9,Régionale 2 - Ligue Occitanie,
Union Sportive Villemur Fronton,9,Régionale 2 - Ligue Occitanie,
US Adeenne,9,Régionale 2 - Ligue Occitanie,
US Aussillon Mazamet XV,9,Régionale 2 - Ligue Occitanie,
US Carmaux Rugby,9,Régionale 2 - Ligue Occitanie,
US Critourienne Verniollaise,9,Régionale 2 - Ligue Occitanie,
US Eauze d'Armagnac,9,Régionale 2 - Ligue Occitanie,
US Fuxéenne,9,Régionale 2 - Ligue Occitanie,
US Lezadoise,9,Régionale 2 - Ligue Occitanie,
US Montrealaise,9,Régionale 2 - Ligue Occitanie,
US Montrejeau Gourdan Polignan,9,Régionale 2 - Ligue Occitanie,
US Plaisantine,9,Régionale 2 - Ligue Occitanie,
US Portesienne,9,Régionale 2 - Ligue Occitanie,
US Ramonville Ste Agne,9,Régionale 2 - Ligue Occitanie,
US Severagaise,9,Régionale 2 - Ligue Occitanie,
US Souillagaise,9,Régionale 2 - Ligue Occitanie,
US Vielmuroise,9,Régionale 2 - Ligue Occitanie,
Val XV,9,Régionale 2 - Ligue Occitanie,
CO Pontlieue,9,Régionale 2 - Ligue Pays de la Loire,
Ras Sport Athlétique Castelbriantais / Celtic Rugby Club,9,Régionale 2 - Ligue Pays de la Loire,
RC Grace Guenrouet,9,Régionale 2 - Ligue Pays de la Loire,
RC Lavallois,9,Régionale 2 - Ligue Pays de la Loire,
RC Pays d'Ancenis,9,Régionale 2 - Ligue Pays de la Loire,
RC Pornicais,9,Régionale 2 - Ligue Pays de la Loire,
Rugby Club Baulois,9,Régionale 2 - Ligue Pays de la Loire,
Saumur Rugby,9,Régionale 2 - Ligue Pays de la Loire,
Stade Treillierain,9,Régionale 2 - Ligue Pays de la Loire,
US Thouarsaise Rugby,9,Régionale 2 - Ligue Pays de la Loire,
Bastia XV,9,Régionale 2 - Ligue Provence-Alpes-Côte-d'Azur,
CO Sisteronnais,9,Régionale 2 - Ligue Provence-Alpes-Côte-d'Azur,
Étoile Sportive Monteux,9,Régionale 2 - Ligue Provence-Alpes-Côte-d'Azur,
Gap Hautes Alpes Rugby,9,Régionale 2 - Ligue Provence-Alpes-Côte-d'Azur,
Gemenos Rugby Est Provence,9,Régionale 2 - Ligue Provence-Alpes-Côte-d'Azur,
Lerins Rugby Club,9,Régionale 2 - Ligue Provence-Alpes-Côte-d'Azur,
RC Ajaccien,9,Régionale 2 - Ligue Provence-Alpes-Côte-d'Azur,
RC Antibes Sophia Antipolis,9,Régionale 2 - Ligue Provence-Alpes-Côte-d'Azur,
RC Arlesien XV,9,Régionale 2 - Ligue Provence-Alpes-Côte-d'Azur,
RC Las,9,Régionale 2 - Ligue Provence-Alpes-Côte-d'Azur,
RC Le Beausset,9,Régionale 2 - Ligue Provence-Alpes-Côte-d'Azur,
RC Noves-Eyragues,9,Régionale 2 - Ligue Provence-Alpes-Côte-d'Azur,
RC Ollioulais,9,Régionale 2 - Ligue Provence-Alpes-Côte-d'Azur,
RC Pernois,9,Régionale 2 - Ligue Provence-Alpes-Côte-d'Azur,
RC Pertuisien,9,Régionale 2 - Ligue Provence-Alpes-Côte-d'Azur,
Rugby Club Bedarrides,9,Régionale 2 - Ligue Provence-Alpes-Côte-d'Azur,
Rugby Club Pierrefeucain,9,Régionale 2 - Ligue Provence-Alpes-Côte-d'Azur,
Rugby Club Sorgues Rhone Ouveze,9,Régionale 2 - Ligue Provence-Alpes-Côte-d'Azur,
Stade Laurentin Rugby,9,Régionale 2 - Ligue Provence-Alpes-Côte-d'Azur,
Vitrolles Rugby Club,9,Régionale 2 - Ligue Provence-Alpes-Côte-d'Azur,
XV de Besagne,9,Régionale 2 - Ligue Provence-Alpes-Côte-d'Azur,
XV Saint Remois,9,Régionale 2 - Ligue Provence-Alpes-Côte-d'Azur,
AL Cisternes-la-Forêt,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
AS A I A Lempdes,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
AS Dompierroise,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
AS Fontaine,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
AS Pulverieres,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
AS Varennoise,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Association Rugby Technologie,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Courtenay Rugby XV,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
CS Puy Guillaume Rugby,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Entente Ennezat Aigueperse,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Entente RChauffailles Charlieu,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Entente Sioule Limagne,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Entente St Amour Coligny,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Jeunesse Ath Heyrieux Rugby,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Joyeuse Sportive à Quinze de St Paul Les Romans,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
La Fraternelle Moirans,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Les Loups de la Croix,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Ovale Reins Amplepuis,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Plauzat Olympique,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Ras RC Cruas / SC Ouveze Payre,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
RC Beaumontois,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
RC Brezins,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
RC Des Hauts Plateaux,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
RC Donatien,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
RC Faverges,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
RC Haut Gevaudan,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
RC Langeadois,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
RC Lapalissois,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
RC Livradois,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
RC Mions,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
RC Perignat Sur Allier,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
RC Saint Yorre Rugby,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
RC Sancy,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
RC Touvet Pontcharra,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
RC Villeneuvois Villeneuve-de-Marc,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
RC XV Brives Charensac,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Royans Sports,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Rst RC Rhodanien / ASACR Régionale,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Rugby Club Chabeuillois,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Rugby Club Corbelin,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Rugby Club Domes Sioule,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Rugby Club du Genevois,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Rugby Club du Pays Briançonnais,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Rugby Club Haute Tarentaise,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Rugby Club Massiacois,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Rugby Club Val de Saone,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Rugby Des Monts,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Rugby Entente Velay Est,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Savigneux Montbrison Rugby Club,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
St Vallier Sportif,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Unieux Firminy Ondaine Rugby,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Union Sportive Albinoise Rive Gauche,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
Union Sportive Vallée de la Drôme Rugby,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
US Dieulefit Bourdeaux,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
US Florinoise,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
US Martres de Veyre,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
US Valloire Galaure,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
US Venissieux,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
XV Des Combrailles,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
XV Suranais,10,Régionale 3 - Ligue Auvergne-Rhône-Alpes,
AS Amicale Vauzelles,10,Régionale 3 - Ligue Bourgogne-Franche-Comté,
AS Pougues La Charite,10,Régionale 3 - Ligue Bourgogne-Franche-Comté,
ASUC Migennes,10,Régionale 3 - Ligue Bourgogne-Franche-Comté,
Avallon Chatillon Tonnerre,10,Régionale 3 - Ligue Bourgogne-Franche-Comté,
Chenove Rugby Club,10,Régionale 3 - Ligue Bourgogne-Franche-Comté,
CR Censeau / US Arboisienne,10,Régionale 3 - Ligue Bourgogne-Franche-Comté,
Entente Rugby Givry Cheilly,10,Régionale 3 - Ligue Bourgogne-Franche-Comté,
RC Auxonnais,10,Régionale 3 - Ligue Bourgogne-Franche-Comté,
RC du Pays Maichois Embar,10,Régionale 3 - Ligue Bourgogne-Franche-Comté,
RC Morez Haut Jura,10,Régionale 3 - Ligue Bourgogne-Franche-Comté,
RC Ordon,10,Régionale 3 - Ligue Bourgogne-Franche-Comté,
RC St Martin-du-Lac,10,Régionale 3 - Ligue Bourgogne-Franche-Comté,
Rugby Club de Coulanges-sur-Yonne,10,Régionale 3 - Ligue Bourgogne-Franche-Comté,
Rugby Club Dijonnais SA,10,Régionale 3 - Ligue Bourgogne-Franche-Comté,
Rugby Club Montbard Auxois,10,Régionale 3 - Ligue Bourgogne-Franche-Comté,
Rugby Club Senonais,10,Régionale 3 - Ligue Bourgogne-Franche-Comté,
Rugby Club Vallée de l'Ouche,10,Régionale 3 - Ligue Bourgogne-Franche-Comté,
Rugby Ovalie Luron,10,Régionale 3 - Ligue Bourgogne-Franche-Comté,
Saulieu RC,10,Régionale 3 - Ligue Bourgogne-Franche-Comté,
US Baumoise,10,Régionale 3 - Ligue Bourgogne-Franche-Comté,
US Bourbon Lancy,10,Régionale 3 - Ligue Bourgogne-Franche-Comté,
Douarnenez Rugby Athletic Club,10,Régionale 3 - Ligue Bretagne,
Racing Club Brocéliande Rugby Paimpont,10,Régionale 3 - Ligue Bretagne,
RC Carhaix,10,Régionale 3 - Ligue Bretagne,
RC Pontivyen,10,Régionale 3 - Ligue Bretagne,
RFC Kastellin,10,Régionale 3 - Ligue Bretagne,
Rhuys Rugby Club,10,Régionale 3 - Ligue Bretagne,
Rugby Bretagne Romantique,10,Régionale 3 - Ligue Bretagne,
Rugby Club de L'hermine,10,Régionale 3 - Ligue Bretagne,
Rugby Club du Pays de Morlaix,10,Régionale 3 - Ligue Bretagne,
Rugby Club Pays d'Elven,10,Régionale 3 - Ligue Bretagne,
Rugby Club Pays Muzillacais,10,Régionale 3 - Ligue Bretagne,
Rugby Club Val D'ille Aubigne Melesse,10,Régionale 3 - Ligue Bretagne,
Saint Pere Rugby Club,10,Régionale 3 - Ligue Bretagne,
Skol Rugby Er Nav Ker,10,Régionale 3 - Ligue Bretagne,
UR Landerneau,10,Régionale 3 - Ligue Bretagne,
Entente SC St Amand Et RC Orval,10,Régionale 3 - Ligue Centre-Val de Loire,
Foecy Ovale Club,10,Régionale 3 - Ligue Centre-Val de Loire,
Jeunes Abraysiens Solidaires,10,Régionale 3 - Ligue Centre-Val de Loire,
L'Ovale de Loire,10,Régionale 3 - Ligue Centre-Val de Loire,
Oval Union Rugby Sud 28,10,Régionale 3 - Ligue Centre-Val de Loire,
Ras Lunery Saint Florent,10,Régionale 3 - Ligue Centre-Val de Loire,
Ras Portes de Sologne,10,Régionale 3 - Ligue Centre-Val de Loire,
Ras Sancerre XV Cosnois,10,Régionale 3 - Ligue Centre-Val de Loire,
Ras Sully / Chateauneuf,10,Régionale 3 - Ligue Centre-Val de Loire,
RC Deolois,10,Régionale 3 - Ligue Centre-Val de Loire,
RC Gien Briare,10,Régionale 3 - Ligue Centre-Val de Loire,
Section Chailloise,10,Régionale 3 - Ligue Centre-Val de Loire,
Union Sportive Berrichonne,10,Régionale 3 - Ligue Centre-Val de Loire,
US Argentonnaise,10,Régionale 3 - Ligue Centre-Val de Loire,
US Orléanaise,10,Régionale 3 - Ligue Centre-Val de Loire,
XV Gaulois Charentillais,10,Régionale 3 - Ligue Centre-Val de Loire,
AS Chalampe,10,Régionale 3 - Ligue Grand Est,
Boulay Olympique,10,Régionale 3 - Ligue Grand Est,
Club Rugby Aube Champagne Ossey Marigny,10,Régionale 3 - Ligue Grand Est,
Drusus Harpastum Rugby,10,Régionale 3 - Ligue Grand Est,
Entente Sportive Hagondange,10,Régionale 3 - Ligue Grand Est,
Forbach Sarrebruck Rugby,10,Régionale 3 - Ligue Grand Est,
Mutzig Ovalie Molsheim,10,Régionale 3 - Ligue Grand Est,
Ovalie Club Du Bassin Toulois,10,Régionale 3 - Ligue Grand Est,
RA Épinal Golbey,10,Régionale 3 - Ligue Grand Est,
RC Dieulouard Liverdun,10,Régionale 3 - Ligue Grand Est,
RC Lunevillois,10,Régionale 3 - Ligue Grand Est,
RC Sélestat Giessen,10,Régionale 3 - Ligue Grand Est,
RCS Vittellois,10,Régionale 3 - Ligue Grand Est,
Romilly Rugby Club,10,Régionale 3 - Ligue Grand Est,
Rugby Centre Meuse Force 4,10,Régionale 3 - Ligue Grand Est,
Rugby Club des Deux Vallees,10,Régionale 3 - Ligue Grand Est,
Saint Die - Raon L Etape - Baccarat XV,10,Régionale 3 - Ligue Grand Est,
ASS Anciens Élèves de Leforest,10,Régionale 3 - Ligue Hauts-de-France,
Chateau-thierry / Soissons / Montreuil Aux Lions,10,Régionale 3 - Ligue Hauts-de-France,
Duisans / Arras,10,Régionale 3 - Ligue Hauts-de-France,
Entente Amiens Somme,10,Régionale 3 - Ligue Hauts-de-France,
Racing Club St Quentinois,10,Régionale 3 - Ligue Hauts-de-France,
RC Amandinois,10,Régionale 3 - Ligue Hauts-de-France,
RC Noyonnais,10,Régionale 3 - Ligue Hauts-de-France,
RI Plessis Lagny,10,Régionale 3 - Ligue Hauts-de-France,
RO Cambraisien,10,Régionale 3 - Ligue Hauts-de-France,
RO Fourmisien,10,Régionale 3 - Ligue Hauts-de-France,
Rugby Club Anzinois,10,Régionale 3 - Ligue Hauts-de-France,
Rugby Club de Meru Les Sablons,10,Régionale 3 - Ligue Hauts-de-France,
Rugby Club Flandres Littoral Nord,10,Régionale 3 - Ligue Hauts-de-France,
Rugby Club Hazebrouck,10,Régionale 3 - Ligue Hauts-de-France,
Rugby Club Lens Lievin,10,Régionale 3 - Ligue Hauts-de-France,
XV Crepynois,10,Régionale 3 - Ligue Hauts-de-France,
AAS Fresnes,10,Régionale 3 - Ligue Île-de-France,
Amicale Laique Des Jeunes de Limay Rugby,10,Régionale 3 - Ligue Île-de-France,
Arpajon Rugby XV,10,Régionale 3 - Ligue Île-de-France,
Association Sportive Mantaise,10,Régionale 3 - Ligue Île-de-France,
Blanc Mesnil Sports Rugby,10,Régionale 3 - Ligue Île-de-France,
Entente Goussainville Gonesse XV,10,Régionale 3 - Ligue Île-de-France,
Étampes RC,10,Régionale 3 - Ligue Île-de-France,
Grigny Rugby A 15,10,Régionale 3 - Ligue Île-de-France,
M Laffitte St Germain Poissy,10,Régionale 3 - Ligue Île-de-France,
Olympique Columerien et Pays Fertois Rugby,10,Régionale 3 - Ligue Île-de-France,
Paris Olympique Rugby Club,10,Régionale 3 - Ligue Île-de-France,
Plaisir Rugby Club,10,Régionale 3 - Ligue Île-de-France,
Racing Club Asnierois,10,Régionale 3 - Ligue Île-de-France,
RC Ballancourtois,10,Régionale 3 - Ligue Île-de-France,
RC L'isle Adam,10,Régionale 3 - Ligue Île-de-France,
RC Noisy Le Sec,10,Régionale 3 - Ligue Île-de-France,
Rst AS Corbeil Essonne/RC Mennecy/Saintry,10,Régionale 3 - Ligue Île-de-France,
Rst Aubergenville / Epone,10,Régionale 3 - Ligue Île-de-France,
Rst Fontenay / Antony,10,Régionale 3 - Ligue Île-de-France,
Rugby Charenton Maisons Alfort St Maurice,10,Régionale 3 - Ligue Île-de-France,
Rugby Club de Champs - Val Maubuee,10,Régionale 3 - Ligue Île-de-France,
Rugby Club Les Mureaux,10,Régionale 3 - Ligue Île-de-France,
Rugby Val d'Orge Savigny Lonjumeau,10,Régionale 3 - Ligue Île-de-France,
Saint Denis Rugby 93,10,Régionale 3 - Ligue Île-de-France,
Sainte Geneviève Sports Rugby,10,Régionale 3 - Ligue Île-de-France,
Sèvres Chaville Rugby,10,Régionale 3 - Ligue Île-de-France,
US Jeunesse de Mitry Mory,10,Régionale 3 - Ligue Île-de-France,
US Palaiseau,10,Régionale 3 - Ligue Île-de-France,
USO Chelles Rugby,10,Régionale 3 - Ligue Île-de-France,
Viry Chatillon Rugby Club,10,Régionale 3 - Ligue Île-de-France,
Bayeux Rugby Club,10,Régionale 3 - Ligue Normandie,
Cote de Nacre Rugby Club,10,Régionale 3 - Ligue Normandie,
RC Du Bocage Virois,10,Régionale 3 - Ligue Normandie,
RC Flers Et Pays Du Bocage,10,Régionale 3 - Ligue Normandie,
RC St Martin Champs Avranches,10,Régionale 3 - Ligue Normandie,
Rugby Club Valognes,10,Régionale 3 - Ligue Normandie,
Alliance Ovalienne Caudecostoise En Brulhois,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
AS Penne St Sylvestre,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
AS Seilhacoise,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
AS St Aubin de Medoc,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
Association Sportive Buzy Ogeu,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
Avant Garde de Theze,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
Biganos Rugby XV,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
CA Meymac,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
Cazaux Olympique,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
Club-Orgnac-Lubersac,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
CO Colayracais,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
CO Périgueux-Ouest,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
CS Bellachon,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
Entente Sportive Bruges Blanquefort,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
Étoile Sportive Miramontoise,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
Gabardan AS,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
Jurancon XV,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
Les Marcassins,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
Nord Béarn XV,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
Ovalie Grand Chatellerault Pleumartin,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
Poitiers Étudiants Club,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
RC Mezinais,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
RC Palaisien,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
RC Prigontin,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
RO Pontois,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
Ruffec AC,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
Rugby Club L'Aurence Limoges,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
Rugby Club Pays de Roquefort,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
Rugby Club Pomarez-amou,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
Rugby Tonnay Charente,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
SA St Maixentais,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
Sanguinet AC,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
Sarako Izarra,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
SC St Pierre du Mont,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
US Chauvinoise Rugby,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
US Mourenx,10,Régionale 3 - Ligue Nouvelle-Aquitaine,
AS Bastidienne,10,Régionale 3 - Ligue Occitanie,
AS La Barguillere,10,Régionale 3 - Ligue Occitanie,
AS Marciacaise,10,Régionale 3 - Ligue Occitanie,
Association Sportive Beaulieuroise XV,10,Régionale 3 - Ligue Occitanie,
Avenir du Rugby Boulonnais,10,Régionale 3 - Ligue Occitanie,
Avenir Montbeton Lacourt Rugby,10,Régionale 3 - Ligue Occitanie,
Avenir Salanquais XV,10,Régionale 3 - Ligue Occitanie,
Avenir Villefranchois,10,Régionale 3 - Ligue Occitanie,
Bas Armagnac Rugby Club,10,Régionale 3 - Ligue Occitanie,
Bassin Sud Minervois XV,10,Régionale 3 - Ligue Occitanie,
CA Prateen,10,Régionale 3 - Ligue Occitanie,
Cabestany Olympique XV,10,Régionale 3 - Ligue Occitanie,
Caunes Rugby Club XV,10,Régionale 3 - Ligue Occitanie,
Club Olympique Tauch Corbieres,10,Régionale 3 - Ligue Occitanie,
Corbieres Maritimes XV,10,Régionale 3 - Ligue Occitanie,
Deux Rives,10,Régionale 3 - Ligue Occitanie,
Entente Bazet Andrest,10,Régionale 3 - Ligue Occitanie,
Entente Haut Vallespir,10,Régionale 3 - Ligue Occitanie,
Étoile Sportive Villenouvelloise,10,Régionale 3 - Ligue Occitanie,
Étoile Sportive Vinassanaise,10,Régionale 3 - Ligue Occitanie,
Garonna XV,10,Régionale 3 - Ligue Occitanie,
La Nicolaite,10,Régionale 3 - Ligue Occitanie,
Lieuran XV,10,Régionale 3 - Ligue Occitanie,
Marguerittes RC,10,Régionale 3 - Ligue Occitanie,
Marseillan Rugby Club,10,Régionale 3 - Ligue Occitanie,
Meze Rugby Club,10,Régionale 3 - Ligue Occitanie,
Montestruc Gers Rugby,10,Régionale 3 - Ligue Occitanie,
Panjas AC,10,Régionale 3 - Ligue Occitanie,
Rabastens XV,10,Régionale 3 - Ligue Occitanie,
Racing Club Limoux Rugby XV,10,Régionale 3 - Ligue Occitanie,
Racing Club Naucellois,10,Régionale 3 - Ligue Occitanie,
Racing Club Rieupeyroux XV,10,Régionale 3 - Ligue Occitanie,
Racing Club Septfontois,10,Régionale 3 - Ligue Occitanie,
Racing Club Villeneuve Les Maguelone,10,Régionale 3 - Ligue Occitanie,
Racing Club Villeneuvois,10,Régionale 3 - Ligue Occitanie,
Ras Frontignan / St Jean de Vedas,10,Régionale 3 - Ligue Occitanie,
Ras Haute Vallée Aveyron Rodez Rugby,10,Régionale 3 - Ligue Occitanie,
Ras Hers Pyrenees Cathare,10,Régionale 3 - Ligue Occitanie,
Ras US Haut Salat /co Castillon,10,Régionale 3 - Ligue Occitanie,
RC St Quentinois,10,Régionale 3 - Ligue Occitanie,
Rugby Athletic Cerdagne Capcir XV,10,Régionale 3 - Ligue Occitanie,
Rugby Club du Brulhois 82,10,Régionale 3 - Ligue Occitanie,
Rugby Club Grand Mottois,10,Régionale 3 - Ligue Occitanie,
Rugby Club Jacou Montpellier Nord,10,Régionale 3 - Ligue Occitanie,
Rugby Club Lavernose Lacasse,10,Régionale 3 - Ligue Occitanie,
Rugby Club Mazeres XV,10,Régionale 3 - Ligue Occitanie,
Rugby Club Olympique du Salagou Coeur d'Herault,10,Régionale 3 - Ligue Occitanie,
Rugby Club Roquemaure XV,10,Régionale 3 - Ligue Occitanie,
Rugby Corneilhan XV,10,Régionale 3 - Ligue Occitanie,
Rugby Ecole de Vendargues,10,Régionale 3 - Ligue Occitanie,
SC L'honor de Cos,10,Régionale 3 - Ligue Occitanie,
SC Montastrucois,10,Régionale 3 - Ligue Occitanie,
Stade Bessanais,10,Régionale 3 - Ligue Occitanie,
Stade Montfauconnais Rugby,10,Régionale 3 - Ligue Occitanie,
Stade Montpellierain 2020,10,Régionale 3 - Ligue Occitanie,
Stade Uchaudois Associatif Rugby Club,10,Régionale 3 - Ligue Occitanie,
Thore Rugby Club,10,Régionale 3 - Ligue Occitanie,
Toulouse Athletic Club / La Fourguette,10,Régionale 3 - Ligue Occitanie,
Toulouse Rugby Club,10,Régionale 3 - Ligue Occitanie,
UA Lalouberienne,10,Régionale 3 - Ligue Occitanie,
Union Catalane Pollestres Bages Villeneuve,10,Régionale 3 - Ligue Occitanie,
Union Rive Gauche XV,10,Régionale 3 - Ligue Occitanie,
Union Sportive Castelnau Bastide 117,10,Régionale 3 - Ligue Occitanie,
US Castelnau En Madiranais,10,Régionale 3 - Ligue Occitanie,
US Finhanaise,10,Régionale 3 - Ligue Occitanie,
US Gondrinoise,10,Régionale 3 - Ligue Occitanie,
US L'Ayguette,10,Régionale 3 - Ligue Occitanie,
US St Antoninoise,10,Régionale 3 - Ligue Occitanie,
US Ste Foy de Peyrolieres,10,Régionale 3 - Ligue Occitanie,
Valence Olympique d'Albi,10,Régionale 3 - Ligue Occitanie,
Vals et Villages en Astarac L'Isle de Noe XV,10,Régionale 3 - Ligue Occitanie,
XV de La Save,10,Régionale 3 - Ligue Occitanie,
